INFO 2022/02/20 11:48:24 Order Created: 
INFO 2022/02/20 11:48:26 Order Created: 
INFO 2022/02/20 11:49:54 Order Created: 
INFO 2022/02/20 11:49:56 Order Created: 
INFO 2022/02/20 12:21:14 Order Created: 1706457241
INFO 2022/02/20 12:21:16 Order Created: 1706457248
INFO 2022/02/20 12:21:22 Order Canceled: 1706457248
INFO 2022/02/20 12:21:23 Order Canceled: 1706457241
INFO 2022/02/20 12:21:24 Order Created: 1706457268
INFO 2022/02/20 12:21:26 Order Created: 1706457278
INFO 2022/02/20 12:21:31 Order Canceled: 1706457278
INFO 2022/02/20 12:21:32 Order Canceled: 1706457268
INFO 2022/02/20 12:21:34 Order Created: 1706457331
INFO 2022/02/20 12:21:36 Order Created: 1706457338
INFO 2022/02/20 12:21:42 Order Canceled: 1706457338
INFO 2022/02/20 12:21:42 Order Canceled: 1706457331
INFO 2022/02/20 12:21:44 Order Created: 1706457406
INFO 2022/02/20 12:21:46 Order Created: 1706457417
INFO 2022/02/20 12:21:53 Order Canceled: 1706457417
INFO 2022/02/20 12:21:53 Order Canceled: 1706457406
INFO 2022/02/20 12:21:55 Order Created: 1706457471
INFO 2022/02/20 12:21:56 Order Created: 1706457478
INFO 2022/02/20 12:22:01 Order Canceled: 1706457478
INFO 2022/02/20 12:22:02 Order Canceled: 1706457471
INFO 2022/02/20 12:22:04 Order Created: 1706457519
INFO 2022/02/20 12:22:06 Order Created: 1706457530
INFO 2022/02/20 12:22:11 Order Canceled: 1706457530
INFO 2022/02/20 12:22:12 Order Canceled: 1706457519
INFO 2022/02/20 12:22:14 Order Created: 1706457587
INFO 2022/02/20 12:22:15 Order Created: 1706457591
INFO 2022/02/20 12:22:21 Order Canceled: 1706457591
INFO 2022/02/20 12:22:22 Order Canceled: 1706457587
INFO 2022/02/20 12:22:25 Order Created: 1706457627
INFO 2022/02/20 12:22:26 Order Created: 1706457632
INFO 2022/02/20 12:22:32 Order Canceled: 1706457632
INFO 2022/02/20 12:22:32 Order Canceled: 1706457627
INFO 2022/02/20 12:22:35 Order Created: 1706457677
INFO 2022/02/20 12:22:36 Order Created: 1706457686
INFO 2022/02/20 12:22:42 Order Canceled: 1706457686
INFO 2022/02/20 12:22:42 Order Canceled: 1706457677
INFO 2022/02/20 12:22:44 Order Created: 1706457710
INFO 2022/02/20 12:22:46 Order Created: 1706457716
INFO 2022/02/20 13:03:03 Order Canceled: 1706457716
INFO 2022/02/20 13:03:04 Order Canceled: 1706457710
INFO 2022/02/20 13:03:06 Order Created: 1706470090
INFO 2022/02/20 13:03:07 Order Created: 1706470096
INFO 2022/02/20 13:03:13 Order Canceled: 1706470096
INFO 2022/02/20 13:03:14 Order Canceled: 1706470090
INFO 2022/02/20 13:03:17 Order Created: 1706470124
INFO 2022/02/20 13:03:18 Order Created: 1706470127
INFO 2022/02/20 13:03:22 Order Canceled: 1706470127
INFO 2022/02/20 13:03:24 Order Canceled: 1706470124
INFO 2022/02/20 13:03:26 Order Created: 1706470146
INFO 2022/02/20 13:03:28 Order Created: 1706470153
INFO 2022/02/20 13:03:32 Order Canceled: 1706470153
INFO 2022/02/20 13:03:33 Order Canceled: 1706470146
INFO 2022/02/20 13:03:35 Order Created: 1706470200
INFO 2022/02/20 13:03:36 Order Created: 1706470210
INFO 2022/02/20 13:03:41 Order Canceled: 1706470210
INFO 2022/02/20 13:03:42 Order Canceled: 1706470200
INFO 2022/02/20 13:03:44 Order Created: 1706470252
INFO 2022/02/20 13:03:45 Order Created: 1706470263
INFO 2022/02/20 13:03:51 Order Canceled: 1706470263
INFO 2022/02/20 13:03:52 Order Canceled: 1706470252
INFO 2022/02/20 13:03:54 Order Created: 1706470337
INFO 2022/02/20 13:03:55 Order Created: 1706470342
INFO 2022/02/20 13:04:02 Order Canceled: 1706470342
INFO 2022/02/20 13:04:02 Order Canceled: 1706470337
INFO 2022/02/20 13:04:04 Order Created: 1706470388
INFO 2022/02/20 13:04:05 Order Created: 1706470396
INFO 2022/02/20 13:04:11 Order Canceled: 1706470396
INFO 2022/02/20 13:04:12 Order Canceled: 1706470388
INFO 2022/02/20 13:04:13 Order Created: 1706470456
INFO 2022/02/20 13:04:15 Order Created: 1706470463
INFO 2022/02/20 13:04:22 Order Canceled: 1706470463
INFO 2022/02/20 13:04:22 Order Canceled: 1706470456
INFO 2022/02/20 13:04:24 Order Created: 1706470514
INFO 2022/02/20 13:04:26 Order Created: 1706470525
INFO 2022/02/20 13:04:31 Order Canceled: 1706470525
INFO 2022/02/20 13:04:32 Order Canceled: 1706470514
INFO 2022/02/20 13:04:34 Order Created: 1706470564
INFO 2022/02/20 13:04:35 Order Created: 1706470570
INFO 2022/02/20 13:04:42 Order Canceled: 1706470570
INFO 2022/02/20 13:04:43 Order Canceled: 1706470564
INFO 2022/02/20 13:04:45 Order Created: 1706470608
INFO 2022/02/20 13:04:46 Order Created: 1706470612
INFO 2022/02/20 13:04:51 Order Canceled: 1706470612
INFO 2022/02/20 13:04:52 Order Canceled: 1706470608
INFO 2022/02/20 13:04:54 Order Created: 1706470648
INFO 2022/02/20 13:04:56 Order Created: 1706470659
INFO 2022/02/20 13:05:01 Order Canceled: 1706470659
INFO 2022/02/20 13:05:02 Order Canceled: 1706470648
INFO 2022/02/20 13:05:05 Order Created: 1706470696
INFO 2022/02/20 13:05:07 Order Created: 1706470705
INFO 2022/02/20 13:05:11 Order Canceled: 1706470705
INFO 2022/02/20 13:05:12 Order Canceled: 1706470696
INFO 2022/02/20 13:05:14 Order Created: 1706470759
INFO 2022/02/20 13:05:15 Order Created: 1706470765
INFO 2022/02/20 13:05:22 Order Canceled: 1706470765
INFO 2022/02/20 13:05:22 Order Canceled: 1706470759
INFO 2022/02/20 13:05:24 Order Created: 1706470831
INFO 2022/02/20 13:05:26 Order Created: 1706470845
INFO 2022/02/20 13:05:32 Order Canceled: 1706470845
INFO 2022/02/20 13:05:33 Order Canceled: 1706470831
INFO 2022/02/20 13:05:34 Order Created: 1706470902
INFO 2022/02/20 13:05:35 Order Created: 1706470912
INFO 2022/02/20 13:05:42 Order Canceled: 1706470912
INFO 2022/02/20 13:05:42 Order Canceled: 1706470902
INFO 2022/02/20 13:05:44 Order Created: 1706470950
INFO 2022/02/20 13:05:45 Order Created: 1706470954
INFO 2022/02/20 13:05:53 Order Canceled: 1706470954
INFO 2022/02/20 13:05:53 Order Canceled: 1706470950
INFO 2022/02/20 13:05:56 Order Created: 1706471006
INFO 2022/02/20 13:05:57 Order Created: 1706471014
INFO 2022/02/20 13:06:02 Order Canceled: 1706471014
INFO 2022/02/20 13:06:04 Order Canceled: 1706471006
INFO 2022/02/20 13:06:05 Order Created: 1706471066
INFO 2022/02/20 13:06:07 Order Created: 1706471072
INFO 2022/02/20 13:06:12 Order Canceled: 1706471072
INFO 2022/02/20 13:06:12 Order Canceled: 1706471066
INFO 2022/02/20 13:06:14 Order Created: 1706471104
INFO 2022/02/20 13:06:16 Order Created: 1706471108
INFO 2022/02/20 13:06:22 Order Canceled: 1706471108
INFO 2022/02/20 13:06:23 Order Canceled: 1706471104
INFO 2022/02/20 13:06:26 Order Created: 1706471148
INFO 2022/02/20 13:06:28 Order Created: 1706471154
INFO 2022/02/20 13:06:34 Order Canceled: 1706471154
INFO 2022/02/20 13:06:34 Order Canceled: 1706471148
INFO 2022/02/20 13:06:36 Order Created: 1706471223
INFO 2022/02/20 13:06:38 Order Created: 1706471232
INFO 2022/02/20 13:06:42 Order Canceled: 1706471232
INFO 2022/02/20 13:06:43 Order Canceled: 1706471223
INFO 2022/02/20 13:06:45 Order Created: 1706471281
INFO 2022/02/20 13:06:46 Order Created: 1706471286
INFO 2022/02/20 13:06:51 Order Canceled: 1706471286
INFO 2022/02/20 13:06:52 Order Canceled: 1706471281
INFO 2022/02/20 13:06:54 Order Created: 1706471326
INFO 2022/02/20 13:06:55 Order Created: 1706471337
INFO 2022/02/20 13:07:01 Order Canceled: 1706471337
INFO 2022/02/20 13:07:01 Order Canceled: 1706471326
INFO 2022/02/20 13:07:03 Order Created: 1706471380
INFO 2022/02/20 13:07:04 Order Created: 1706471386
INFO 2022/02/20 13:07:11 Order Canceled: 1706471386
INFO 2022/02/20 13:07:11 Order Canceled: 1706471380
INFO 2022/02/20 13:07:14 Order Created: 1706471436
INFO 2022/02/20 13:07:15 Order Created: 1706471441
INFO 2022/02/20 13:07:21 Order Canceled: 1706471441
INFO 2022/02/20 13:07:21 Order Canceled: 1706471436
INFO 2022/02/20 13:07:23 Order Created: 1706471473
INFO 2022/02/20 13:07:24 Order Created: 1706471483
INFO 2022/02/20 13:07:31 Order Canceled: 1706471483
INFO 2022/02/20 13:07:32 Order Canceled: 1706471473
INFO 2022/02/20 13:07:33 Order Created: 1706471525
INFO 2022/02/20 13:07:35 Order Created: 1706471530
INFO 2022/02/20 13:07:41 Order Canceled: 1706471530
INFO 2022/02/20 13:07:42 Order Canceled: 1706471525
INFO 2022/02/20 13:07:44 Order Created: 1706471580
INFO 2022/02/20 13:07:45 Order Created: 1706471591
INFO 2022/02/20 13:07:51 Order Canceled: 1706471591
INFO 2022/02/20 13:07:52 Order Canceled: 1706471580
INFO 2022/02/20 13:07:54 Order Created: 1706471627
INFO 2022/02/20 13:07:55 Order Created: 1706471636
INFO 2022/02/20 13:08:01 Order Canceled: 1706471636
INFO 2022/02/20 13:08:01 Order Canceled: 1706471627
INFO 2022/02/20 13:08:03 Order Created: 1706471694
INFO 2022/02/20 13:08:04 Order Created: 1706471702
INFO 2022/02/20 13:08:11 Order Canceled: 1706471702
INFO 2022/02/20 13:08:11 Order Canceled: 1706471694
INFO 2022/02/20 13:08:13 Order Created: 1706471749
INFO 2022/02/20 13:08:14 Order Created: 1706471756
INFO 2022/02/20 13:08:21 Order Canceled: 1706471756
INFO 2022/02/20 13:08:21 Order Canceled: 1706471749
INFO 2022/02/20 13:08:23 Order Created: 1706471800
INFO 2022/02/20 13:08:24 Order Created: 1706471807
INFO 2022/02/20 13:08:31 Order Canceled: 1706471807
INFO 2022/02/20 13:08:32 Order Canceled: 1706471800
INFO 2022/02/20 13:08:34 Order Created: 1706471873
INFO 2022/02/20 13:08:35 Order Created: 1706471877
INFO 2022/02/20 13:08:43 Order Canceled: 1706471877
INFO 2022/02/20 13:08:43 Order Canceled: 1706471873
INFO 2022/02/20 13:08:45 Order Created: 1706471916
INFO 2022/02/20 13:08:47 Order Created: 1706471922
INFO 2022/02/20 13:08:51 Order Canceled: 1706471922
INFO 2022/02/20 13:08:52 Order Canceled: 1706471916
INFO 2022/02/20 13:08:55 Order Created: 1706471956
INFO 2022/02/20 13:08:56 Order Created: 1706471965
INFO 2022/02/20 13:09:02 Order Canceled: 1706471965
INFO 2022/02/20 13:09:03 Order Canceled: 1706471956
INFO 2022/02/20 13:09:05 Order Created: 1706472023
INFO 2022/02/20 13:09:07 Order Created: 1706472030
INFO 2022/02/20 13:29:42 Order Canceled: 1706472030
INFO 2022/02/20 13:29:44 Order Canceled: 1706472023
INFO 2022/02/20 13:29:46 Order Created: 0
INFO 2022/02/20 13:29:48 Order Created: 0
INFO 2022/02/20 13:29:53 Order Created: 0
INFO 2022/02/20 13:34:13 Order Created: 1706479821
INFO 2022/02/20 13:34:15 Order Created: 1706479826
INFO 2022/02/20 13:34:22 Order Canceled: 1706479826
INFO 2022/02/20 13:34:22 Order Canceled: 1706479821
INFO 2022/02/20 13:34:24 Order Created: 1706479854
INFO 2022/02/20 13:34:26 Order Created: 1706479866
INFO 2022/02/20 13:34:31 Order Canceled: 1706479866
INFO 2022/02/20 13:34:32 Order Canceled: 1706479854
INFO 2022/02/20 13:34:34 Order Created: 1706479921
INFO 2022/02/20 13:34:35 Order Created: 1706479929
INFO 2022/02/20 13:34:43 Order Canceled: 1706479929
INFO 2022/02/20 13:34:44 Order Canceled: 1706479921
INFO 2022/02/20 13:34:46 Order Created: 1706479959
INFO 2022/02/20 13:34:47 Order Created: 1706479964
INFO 2022/02/20 13:34:52 Order Canceled: 1706479964
INFO 2022/02/20 13:34:52 Order Canceled: 1706479959
INFO 2022/02/20 13:34:54 Order Created: 1706479987
INFO 2022/02/20 13:34:55 Order Created: 1706479993
INFO 2022/02/20 13:35:01 Order Canceled: 1706479993
INFO 2022/02/20 13:35:01 Order Canceled: 1706479987
INFO 2022/02/20 13:35:03 Order Created: 1706480032
INFO 2022/02/20 13:35:04 Order Created: 1706480037
INFO 2022/02/20 13:35:11 Order Canceled: 1706480037
INFO 2022/02/20 13:35:11 Order Canceled: 1706480032
INFO 2022/02/20 13:35:13 Order Created: 1706480100
INFO 2022/02/20 13:35:14 Order Created: 1706480107
INFO 2022/02/20 13:35:21 Order Canceled: 1706480107
INFO 2022/02/20 13:35:21 Order Canceled: 1706480100
INFO 2022/02/20 13:35:23 Order Created: 1706480154
INFO 2022/02/20 13:35:25 Order Created: 1706480158
INFO 2022/02/20 13:35:31 Order Canceled: 1706480158
INFO 2022/02/20 13:35:31 Order Canceled: 1706480154
INFO 2022/02/20 13:35:33 Order Created: 1706480212
INFO 2022/02/20 13:35:34 Order Created: 1706480221
INFO 2022/02/20 13:35:41 Order Canceled: 1706480221
INFO 2022/02/20 13:35:41 Order Canceled: 1706480212
INFO 2022/02/20 13:35:43 Order Created: 1706480256
INFO 2022/02/20 13:35:44 Order Created: 1706480262
INFO 2022/02/20 13:35:51 Order Canceled: 1706480262
INFO 2022/02/20 13:35:51 Order Canceled: 1706480256
INFO 2022/02/20 13:35:54 Order Created: 1706480303
INFO 2022/02/20 13:35:55 Order Created: 1706480305
INFO 2022/02/20 13:36:01 Order Canceled: 1706480305
INFO 2022/02/20 13:36:02 Order Canceled: 1706480303
INFO 2022/02/20 13:36:03 Order Created: 1706480331
INFO 2022/02/20 13:36:04 Order Created: 1706480339
INFO 2022/02/20 13:36:11 Order Canceled: 1706480339
INFO 2022/02/20 13:36:11 Order Canceled: 1706480331
INFO 2022/02/20 13:36:13 Order Created: 1706480373
INFO 2022/02/20 13:36:14 Order Created: 1706480379
INFO 2022/02/20 13:36:21 Order Canceled: 1706480379
INFO 2022/02/20 13:36:22 Order Canceled: 1706480373
INFO 2022/02/20 13:36:23 Order Created: 1706480405
INFO 2022/02/20 13:36:24 Order Created: 1706480411
INFO 2022/02/20 13:37:04 Order Canceled: 1706480411
INFO 2022/02/20 13:37:04 Order Canceled: 1706480405
INFO 2022/02/20 13:37:05 Order Created: 1706480667
INFO 2022/02/20 13:37:07 Order Created: 1706480673
INFO 2022/02/20 13:38:01 Order Canceled: 1706480673
INFO 2022/02/20 13:38:01 Order Canceled: 1706480667
INFO 2022/02/20 13:38:03 Order Created: 1706480909
INFO 2022/02/20 13:38:04 Order Created: 1706480916
INFO 2022/02/20 13:39:01 Order Canceled: 1706480916
INFO 2022/02/20 13:39:01 Order Canceled: 1706480909
INFO 2022/02/20 13:39:03 Order Created: 1706481251
INFO 2022/02/20 13:39:05 Order Created: 1706481262
INFO 2022/02/20 13:40:01 Order Canceled: 1706481262
INFO 2022/02/20 13:40:01 Order Canceled: 1706481251
INFO 2022/02/20 13:40:04 Order Created: 1706481566
INFO 2022/02/20 13:40:05 Order Created: 1706481572
INFO 2022/02/20 13:41:01 Order Canceled: 1706481572
INFO 2022/02/20 13:41:01 Order Canceled: 1706481566
INFO 2022/02/20 13:41:03 Order Created: 1706481841
INFO 2022/02/20 13:41:04 Order Created: 1706481846
INFO 2022/02/20 13:42:02 Order Canceled: 1706481846
INFO 2022/02/20 13:42:02 Order Canceled: 1706481841
INFO 2022/02/20 13:42:04 Order Created: 1706482154
INFO 2022/02/20 13:42:06 Order Created: 1706482164
INFO 2022/02/20 13:43:01 Order Canceled: 1706482164
INFO 2022/02/20 13:43:02 Order Created: 1706482420
INFO 2022/02/20 13:44:01 There is no better interest, wait for next time
INFO 2022/02/20 13:45:00 There is no better interest, wait for next time
INFO 2022/02/20 13:46:01 There is no better interest, wait for next time
INFO 2022/02/20 13:47:02 Order Canceled: 1706482420
INFO 2022/02/20 13:47:03 Order Created: 1706483596
INFO 2022/02/20 14:04:42 There is no better interest, wait for next time
INFO 2022/02/20 14:05:01 Order Canceled: 1706483596
INFO 2022/02/20 14:05:04 Order Created: 1706488922
INFO 2022/02/20 14:06:00 There is no better interest, wait for next time
INFO 2022/02/20 14:07:01 There is no better interest, wait for next time
INFO 2022/02/20 14:08:01 There is no better interest, wait for next time
INFO 2022/02/20 14:09:02 Order Canceled: 1706488922
INFO 2022/02/20 14:09:04 Order Created: 1706490145
INFO 2022/02/20 14:10:00 There is no better interest, wait for next time
INFO 2022/02/20 14:11:01 There is no better interest, wait for next time
INFO 2022/02/20 14:12:02 There is no better interest, wait for next time
INFO 2022/02/20 14:13:02 Order Canceled: 1706490145
INFO 2022/02/20 14:13:04 Order Created: 1706491501
INFO 2022/02/20 14:14:01 There is no better interest, wait for next time
INFO 2022/02/20 14:15:02 There is no better interest, wait for next time
INFO 2022/02/20 16:08:50 Order Created: 1706527243
INFO 2022/02/20 16:09:01 There is no better interest, wait for next time
